Vessel ID,Vessel Type,Length (m),ETA Scheduled,Delay (h),ETA Actual,ETD,Service Time (hrs),Assigned Berth,Cargo Volume (tons),Draught (m),Weather at Arrival
VSL_1178,Tanker,177,2025-06-05 03:00:00,0.0,2025-06-05 03:00:00,2025-06-06 10:00:00,31.0,Berth_3,46558,16.35,Windy
VSL_1179,Tanker,293,2025-06-26 16:00:00,0.0,2025-06-26 16:00:00,2025-06-28 06:00:00,38.0,Berth_1,12969,14.1,Rain
VSL_1180,RoRo,399,2025-06-23 03:00:00,9.0,2025-06-23 12:00:00,2025-06-24 23:00:00,35.0,Berth_2,4686,8.33,Rain
VSL_1181,Tanker,233,2025-06-17 18:00:00,0.0,2025-06-17 18:00:00,2025-06-19 15:00:00,45.0,Berth_3,48910,14.84,Storm
VSL_1182,Passenger,270,2025-06-13 18:00:00,0.0,2025-06-13 18:00:00,2025-06-15 06:00:00,36.0,Berth_3,0,7.83,Clear
VSL_1183,RoRo,246,2025-06-25 21:00:00,0.0,2025-06-25 21:00:00,2025-06-26 22:00:00,25.0,Berth_1,6889,7.19,Windy
VSL_1184,Container,274,2025-06-25 21:00:00,11.0,2025-06-26 08:00:00,2025-06-27 20:00:00,36.0,Berth_5,17458,9.37,Windy
VSL_1185,Container,392,2025-06-25 10:00:00,8.0,2025-06-25 18:00:00,2025-06-26 07:00:00,13.0,Berth_3,18722,9.38,Windy
VSL_1186,RoRo,223,2025-06-22 09:00:00,0.0,2025-06-22 09:00:00,2025-06-24 06:00:00,45.0,Berth_1,7781,6.35,Windy
VSL_1187,Passenger,365,2025-06-14 20:00:00,0.0,2025-06-14 20:00:00,2025-06-16 20:00:00,48.0,Berth_4,0,7.78,Windy
VSL_1188,RoRo,295,2025-06-23 17:00:00,0.0,2025-06-23 17:00:00,2025-06-24 20:00:00,27.0,Berth_3,6997,7.21,Windy
VSL_1189,Bulk,158,2025-06-24 19:00:00,5.0,2025-06-25 00:00:00,2025-06-26 01:00:00,25.0,Berth_3,28584,13.73,Storm
VSL_1190,Bulk,289,2025-06-21 11:00:00,0.0,2025-06-21 11:00:00,2025-06-22 15:00:00,28.0,Berth_3,33860,12.3,Storm
VSL_1191,RoRo,366,2025-06-15 17:00:00,5.0,2025-06-15 22:00:00,2025-06-16 13:00:00,15.0,Berth_1,4837,8.31,Rain
VSL_1192,RoRo,145,2025-06-10 03:00:00,0.0,2025-06-10 03:00:00,2025-06-10 21:00:00,18.0,Berth_3,9643,7.41,Rain
VSL_1193,Tanker,132,2025-06-05 15:00:00,0.0,2025-06-05 15:00:00,2025-06-07 12:00:00,45.0,Berth_2,25889,14.13,Windy
VSL_1194,Tanker,155,2025-06-03 05:00:00,0.0,2025-06-03 05:00:00,2025-06-03 17:00:00,12.0,Berth_4,16589,15.7,Windy
VSL_1195,Container,292,2025-06-24 11:00:00,0.0,2025-06-24 11:00:00,2025-06-25 03:00:00,16.0,Berth_4,20645,10.63,Rain
VSL_1196,Bulk,139,2025-06-13 04:00:00,2.0,2025-06-13 06:00:00,2025-06-15 05:00:00,47.0,Berth_5,30218,13.34,Clear
VSL_1197,Tanker,383,2025-06-18 19:00:00,0.0,2025-06-18 19:00:00,2025-06-19 12:00:00,17.0,Berth_1,36017,15.97,Windy
VSL_1198,Bulk,261,2025-06-02 14:00:00,10.0,2025-06-03 00:00:00,2025-06-03 06:00:00,6.0,Berth_1,36957,12.71,Storm
VSL_1199,Tanker,262,2025-06-22 12:00:00,2.0,2025-06-22 14:00:00,2025-06-24 01:00:00,35.0,Berth_3,20649,15.83,Rain
VSL_1200,Tanker,211,2025-06-01 14:00:00,0.0,2025-06-01 14:00:00,2025-06-02 17:00:00,27.0,Berth_5,22659,14.44,Storm
VSL_1201,RoRo,334,2025-06-22 23:00:00,11.0,2025-06-23 10:00:00,2025-06-24 12:00:00,26.0,Berth_1,3513,8.45,Storm
VSL_1202,Bulk,170,2025-06-11 14:00:00,4.0,2025-06-11 18:00:00,2025-06-12 00:00:00,6.0,Berth_4,32497,14.39,Rain
VSL_1203,Passenger,272,2025-06-25 10:00:00,6.0,2025-06-25 16:00:00,2025-06-25 22:00:00,6.0,Berth_2,0,7.16,Clear
VSL_1204,RoRo,305,2025-06-14 02:00:00,0.0,2025-06-14 02:00:00,2025-06-14 18:00:00,16.0,Berth_5,9562,8.24,Rain
VSL_1205,Container,182,2025-06-28 06:00:00,0.0,2025-06-28 06:00:00,2025-06-29 06:00:00,24.0,Berth_2,12180,11.39,Storm
VSL_1206,Tanker,309,2025-06-20 09:00:00,0.0,2025-06-20 09:00:00,2025-06-22 05:00:00,44.0,Berth_5,40856,15.89,Windy
VSL_1207,Tanker,244,2025-06-30 00:00:00,0.0,2025-06-30 00:00:00,2025-07-01 20:00:00,44.0,Berth_1,44439,15.12,Rain
VSL_1208,Container,269,2025-06-25 01:00:00,9.0,2025-06-25 10:00:00,2025-06-25 23:00:00,13.0,Berth_5,11624,10.43,Windy
VSL_1209,Tanker,177,2025-06-14 23:00:00,0.0,2025-06-14 23:00:00,2025-06-16 14:00:00,39.0,Berth_2,48217,15.22,Storm
VSL_1210,Container,299,2025-06-20 08:00:00,0.0,2025-06-20 08:00:00,2025-06-20 22:00:00,14.0,Berth_4,23478,9.14,Storm
VSL_1211,Bulk,289,2025-06-01 22:00:00,1.0,2025-06-01 23:00:00,2025-06-03 06:00:00,31.0,Berth_2,52900,12.18,Storm
VSL_1212,Bulk,390,2025-06-30 21:00:00,0.0,2025-06-30 21:00:00,2025-07-01 07:00:00,10.0,Berth_1,19523,14.47,Storm
VSL_1213,Container,173,2025-06-13 05:00:00,3.0,2025-06-13 08:00:00,2025-06-14 16:00:00,32.0,Berth_4,17270,11.48,Storm
VSL_1214,RoRo,220,2025-06-17 02:00:00,11.0,2025-06-17 13:00:00,2025-06-18 19:00:00,30.0,Berth_5,3089,7.63,Rain
VSL_1215,Container,383,2025-06-08 14:00:00,0.0,2025-06-08 14:00:00,2025-06-10 06:00:00,40.0,Berth_2,12297,11.09,Clear
VSL_1216,Bulk,172,2025-06-20 18:00:00,0.0,2025-06-20 18:00:00,2025-06-22 10:00:00,40.0,Berth_4,30051,12.62,Rain
VSL_1217,Tanker,179,2025-06-12 18:00:00,0.0,2025-06-12 18:00:00,2025-06-13 12:00:00,18.0,Berth_1,12111,16.02,Storm
VSL_1218,Passenger,227,2025-06-01 16:00:00,2.0,2025-06-01 18:00:00,2025-06-02 15:00:00,21.0,Berth_5,0,7.08,Clear
VSL_1219,Tanker,124,2025-06-02 21:00:00,0.0,2025-06-02 21:00:00,2025-06-04 04:00:00,31.0,Berth_5,24238,15.89,Clear
VSL_1220,Tanker,222,2025-06-22 11:00:00,12.0,2025-06-22 23:00:00,2025-06-23 23:00:00,24.0,Berth_5,30899,15.44,Rain
VSL_1221,Tanker,315,2025-06-13 21:00:00,0.0,2025-06-13 21:00:00,2025-06-14 12:00:00,15.0,Berth_5,24486,15.03,Rain
VSL_1222,Container,381,2025-06-24 18:00:00,0.0,2025-06-24 18:00:00,2025-06-26 13:00:00,43.0,Berth_2,18998,10.39,Clear
VSL_1223,Bulk,166,2025-06-28 10:00:00,0.0,2025-06-28 10:00:00,2025-06-30 10:00:00,48.0,Berth_5,35888,13.74,Storm
VSL_1224,Tanker,263,2025-06-13 19:00:00,9.0,2025-06-14 04:00:00,2025-06-15 10:00:00,30.0,Berth_4,25792,16.12,Rain
VSL_1225,Tanker,388,2025-06-20 18:00:00,0.0,2025-06-20 18:00:00,2025-06-21 03:00:00,9.0,Berth_4,46522,15.32,Storm
VSL_1226,Tanker,243,2025-06-11 21:00:00,0.0,2025-06-11 21:00:00,2025-06-12 16:00:00,19.0,Berth_1,39477,16.12,Clear
VSL_1227,Passenger,225,2025-06-09 03:00:00,11.0,2025-06-09 14:00:00,2025-06-09 23:00:00,9.0,Berth_5,0,8.51,Clear
VSL_1228,Tanker,277,2025-06-26 01:00:00,0.0,2025-06-26 01:00:00,2025-06-28 01:00:00,48.0,Berth_4,23689,16.17,Rain
VSL_1229,Bulk,266,2025-06-01 15:00:00,0.0,2025-06-01 15:00:00,2025-06-02 10:00:00,19.0,Berth_1,46386,14.29,Windy
VSL_1230,RoRo,264,2025-06-11 05:00:00,0.0,2025-06-11 05:00:00,2025-06-12 22:00:00,41.0,Berth_3,5118,7.17,Rain
VSL_1231,Bulk,239,2025-06-12 03:00:00,0.0,2025-06-12 03:00:00,2025-06-13 08:00:00,29.0,Berth_4,45540,12.25,Storm
VSL_1232,Bulk,394,2025-06-09 16:00:00,0.0,2025-06-09 16:00:00,2025-06-10 21:00:00,29.0,Berth_1,51865,14.16,Windy
VSL_1233,Container,211,2025-06-12 03:00:00,0.0,2025-06-12 03:00:00,2025-06-13 20:00:00,41.0,Berth_5,18683,9.74,Windy
VSL_1234,Bulk,177,2025-06-10 19:00:00,0.0,2025-06-10 19:00:00,2025-06-12 01:00:00,30.0,Berth_2,47722,13.38,Rain
VSL_1235,Bulk,348,2025-06-21 20:00:00,0.0,2025-06-21 20:00:00,2025-06-23 19:00:00,47.0,Berth_4,26025,13.83,Rain
VSL_1236,Tanker,236,2025-06-06 23:00:00,0.0,2025-06-06 23:00:00,2025-06-08 15:00:00,40.0,Berth_5,13849,15.31,Clear
VSL_1237,Container,398,2025-06-01 06:00:00,11.0,2025-06-01 17:00:00,2025-06-03 01:00:00,32.0,Berth_2,7227,10.77,Clear
VSL_1238,Tanker,246,2025-06-22 13:00:00,0.0,2025-06-22 13:00:00,2025-06-24 00:00:00,35.0,Berth_5,41667,15.65,Clear
VSL_1239,Container,248,2025-06-23 16:00:00,0.0,2025-06-23 16:00:00,2025-06-25 09:00:00,41.0,Berth_1,22347,10.81,Rain
VSL_1240,Container,177,2025-06-22 10:00:00,0.0,2025-06-22 10:00:00,2025-06-23 19:00:00,33.0,Berth_2,8506,11.3,Windy
VSL_1241,Tanker,241,2025-06-09 04:00:00,0.0,2025-06-09 04:00:00,2025-06-11 01:00:00,45.0,Berth_3,27519,15.99,Clear
VSL_1242,Bulk,120,2025-06-18 07:00:00,0.0,2025-06-18 07:00:00,2025-06-19 18:00:00,35.0,Berth_2,34659,13.71,Clear
VSL_1243,Container,358,2025-06-04 23:00:00,0.0,2025-06-04 23:00:00,2025-06-06 06:00:00,31.0,Berth_5,20597,9.14,Clear
VSL_1244,Tanker,215,2025-06-04 12:00:00,0.0,2025-06-04 12:00:00,2025-06-06 01:00:00,37.0,Berth_3,47083,16.44,Clear
VSL_1245,Passenger,245,2025-06-02 19:00:00,12.0,2025-06-03 07:00:00,2025-06-04 03:00:00,20.0,Berth_5,0,8.19,Clear
VSL_1246,Container,237,2025-06-30 04:00:00,0.0,2025-06-30 04:00:00,2025-07-01 03:00:00,23.0,Berth_5,6078,9.45,Rain
VSL_1247,Container,167,2025-06-09 20:00:00,12.0,2025-06-10 08:00:00,2025-06-12 03:00:00,43.0,Berth_4,7521,9.75,Windy
VSL_1248,Passenger,208,2025-06-17 14:00:00,0.0,2025-06-17 14:00:00,2025-06-19 06:00:00,40.0,Berth_2,0,8.98,Clear
VSL_1249,Passenger,356,2025-06-15 18:00:00,4.0,2025-06-15 22:00:00,2025-06-16 07:00:00,9.0,Berth_1,0,7.85,Storm
VSL_1250,Bulk,391,2025-06-02 06:00:00,8.0,2025-06-02 14:00:00,2025-06-04 12:00:00,46.0,Berth_4,29951,12.89,Storm
VSL_1251,RoRo,308,2025-06-08 22:00:00,0.0,2025-06-08 22:00:00,2025-06-10 17:00:00,43.0,Berth_1,8325,7.55,Windy
VSL_1252,Container,311,2025-06-04 12:00:00,12.0,2025-06-05 00:00:00,2025-06-05 23:00:00,23.0,Berth_2,17767,9.79,Clear
VSL_1253,Container,188,2025-06-01 05:00:00,0.0,2025-06-01 05:00:00,2025-06-02 06:00:00,25.0,Berth_3,8349,9.33,Windy
VSL_1254,RoRo,397,2025-06-20 03:00:00,0.0,2025-06-20 03:00:00,2025-06-21 20:00:00,41.0,Berth_4,2846,6.07,Rain
VSL_1255,Passenger,366,2025-06-04 23:00:00,0.0,2025-06-04 23:00:00,2025-06-06 19:00:00,44.0,Berth_3,0,9.16,Clear
VSL_1256,Bulk,195,2025-06-18 15:00:00,0.0,2025-06-18 15:00:00,2025-06-19 21:00:00,30.0,Berth_5,30908,13.43,Windy
VSL_1257,RoRo,273,2025-06-08 05:00:00,5.0,2025-06-08 10:00:00,2025-06-09 00:00:00,14.0,Berth_4,3195,6.16,Storm
VSL_1258,Bulk,263,2025-06-18 23:00:00,0.0,2025-06-18 23:00:00,2025-06-20 00:00:00,25.0,Berth_1,38666,12.63,Windy
VSL_1259,RoRo,205,2025-06-26 08:00:00,2.0,2025-06-26 10:00:00,2025-06-28 07:00:00,45.0,Berth_2,4495,6.02,Storm
VSL_1260,Bulk,304,2025-06-27 11:00:00,0.0,2025-06-27 11:00:00,2025-06-28 17:00:00,30.0,Berth_3,43850,12.84,Windy
VSL_1261,Bulk,339,2025-06-14 16:00:00,0.0,2025-06-14 16:00:00,2025-06-16 12:00:00,44.0,Berth_2,46392,12.79,Storm
VSL_1262,Bulk,188,2025-06-13 10:00:00,0.0,2025-06-13 10:00:00,2025-06-15 08:00:00,46.0,Berth_5,30887,12.81,Rain
VSL_1263,RoRo,166,2025-06-16 13:00:00,0.0,2025-06-16 13:00:00,2025-06-17 02:00:00,13.0,Berth_2,6851,8.49,Windy
VSL_1264,Passenger,213,2025-06-02 03:00:00,0.0,2025-06-02 03:00:00,2025-06-03 14:00:00,35.0,Berth_2,0,8.1,Rain
VSL_1265,Container,357,2025-06-18 10:00:00,5.0,2025-06-18 15:00:00,2025-06-20 04:00:00,37.0,Berth_2,13279,10.65,Storm
VSL_1266,RoRo,323,2025-06-04 03:00:00,0.0,2025-06-04 03:00:00,2025-06-05 13:00:00,34.0,Berth_4,6769,7.0,Storm
VSL_1267,Passenger,337,2025-06-02 13:00:00,0.0,2025-06-02 13:00:00,2025-06-03 18:00:00,29.0,Berth_5,0,8.48,Clear
VSL_1268,Container,158,2025-06-11 14:00:00,0.0,2025-06-11 14:00:00,2025-06-13 14:00:00,48.0,Berth_2,6451,10.41,Storm
VSL_1269,Bulk,219,2025-06-19 08:00:00,5.0,2025-06-19 13:00:00,2025-06-20 01:00:00,12.0,Berth_2,48467,13.87,Windy
VSL_1270,RoRo,373,2025-06-16 23:00:00,0.0,2025-06-16 23:00:00,2025-06-18 06:00:00,31.0,Berth_5,7656,7.25,Rain
VSL_1271,Container,341,2025-06-21 14:00:00,2.0,2025-06-21 16:00:00,2025-06-22 04:00:00,12.0,Berth_1,9642,9.87,Rain
VSL_1272,RoRo,142,2025-06-09 19:00:00,0.0,2025-06-09 19:00:00,2025-06-11 10:00:00,39.0,Berth_4,2799,7.1,Storm
VSL_1273,Bulk,369,2025-06-03 20:00:00,12.0,2025-06-04 08:00:00,2025-06-05 09:00:00,25.0,Berth_1,16480,14.12,Clear
VSL_1274,Tanker,129,2025-06-11 09:00:00,3.0,2025-06-11 12:00:00,2025-06-13 03:00:00,39.0,Berth_3,46690,15.07,Storm
VSL_1275,Tanker,365,2025-06-18 06:00:00,11.0,2025-06-18 17:00:00,2025-06-20 15:00:00,46.0,Berth_4,35924,14.07,Windy
VSL_1276,RoRo,219,2025-06-26 06:00:00,0.0,2025-06-26 06:00:00,2025-06-27 15:00:00,33.0,Berth_2,3685,6.7,Clear
VSL_1277,Passenger,299,2025-06-05 08:00:00,6.0,2025-06-05 14:00:00,2025-06-07 06:00:00,40.0,Berth_2,0,8.14,Rain
VSL_1278,RoRo,342,2025-06-23 12:00:00,0.0,2025-06-23 12:00:00,2025-06-25 10:00:00,46.0,Berth_4,7007,6.98,Clear
VSL_1279,Bulk,369,2025-06-16 00:00:00,0.0,2025-06-16 00:00:00,2025-06-17 11:00:00,35.0,Berth_3,55270,13.48,Windy
VSL_1280,Bulk,266,2025-06-06 00:00:00,0.0,2025-06-06 00:00:00,2025-06-06 21:00:00,21.0,Berth_2,39464,13.73,Storm
VSL_1281,RoRo,215,2025-06-26 10:00:00,0.0,2025-06-26 10:00:00,2025-06-27 00:00:00,14.0,Berth_4,3521,7.22,Windy
VSL_1282,Passenger,376,2025-06-08 02:00:00,3.0,2025-06-08 05:00:00,2025-06-09 18:00:00,37.0,Berth_3,0,9.1,Clear
VSL_1283,Bulk,123,2025-06-01 09:00:00,7.0,2025-06-01 16:00:00,2025-06-03 05:00:00,37.0,Berth_5,48124,13.63,Storm
VSL_1284,RoRo,135,2025-06-18 17:00:00,0.0,2025-06-18 17:00:00,2025-06-20 03:00:00,34.0,Berth_1,6631,6.08,Windy
VSL_1285,Bulk,399,2025-06-02 09:00:00,5.0,2025-06-02 14:00:00,2025-06-03 13:00:00,23.0,Berth_2,44971,13.41,Storm
VSL_1286,Passenger,366,2025-06-22 19:00:00,0.0,2025-06-22 19:00:00,2025-06-23 08:00:00,13.0,Berth_3,0,8.94,Rain
VSL_1287,Passenger,377,2025-06-02 18:00:00,0.0,2025-06-02 18:00:00,2025-06-04 04:00:00,34.0,Berth_4,0,7.26,Windy
VSL_1288,Bulk,279,2025-06-02 09:00:00,2.0,2025-06-02 11:00:00,2025-06-03 21:00:00,34.0,Berth_4,22693,13.94,Windy
VSL_1289,Tanker,271,2025-06-26 02:00:00,0.0,2025-06-26 02:00:00,2025-06-27 06:00:00,28.0,Berth_5,38060,14.41,Windy
VSL_1290,Tanker,297,2025-06-09 19:00:00,0.0,2025-06-09 19:00:00,2025-06-10 04:00:00,9.0,Berth_5,28421,15.49,Windy
VSL_1291,Bulk,282,2025-07-01 00:00:00,5.0,2025-07-01 05:00:00,2025-07-02 05:00:00,24.0,Berth_5,59518,14.04,Windy
VSL_1292,RoRo,152,2025-06-03 12:00:00,0.0,2025-06-03 12:00:00,2025-06-04 11:00:00,23.0,Berth_2,7746,8.17,Windy
VSL_1293,Tanker,298,2025-06-14 17:00:00,0.0,2025-06-14 17:00:00,2025-06-15 14:00:00,21.0,Berth_4,42077,14.36,Rain
VSL_1294,RoRo,220,2025-06-17 00:00:00,2.0,2025-06-17 02:00:00,2025-06-18 12:00:00,34.0,Berth_4,6223,7.87,Rain
VSL_1295,RoRo,387,2025-06-21 19:00:00,0.0,2025-06-21 19:00:00,2025-06-22 21:00:00,26.0,Berth_1,7987,8.43,Rain
VSL_1296,Container,184,2025-06-23 19:00:00,7.0,2025-06-24 02:00:00,2025-06-25 09:00:00,31.0,Berth_2,21210,9.67,Rain
VSL_1297,Bulk,287,2025-06-24 08:00:00,8.0,2025-06-24 16:00:00,2025-06-26 10:00:00,42.0,Berth_3,59731,13.91,Clear
VSL_1298,Container,162,2025-06-27 17:00:00,3.0,2025-06-27 20:00:00,2025-06-29 07:00:00,35.0,Berth_4,19959,9.0,Storm
VSL_1299,Tanker,163,2025-06-30 09:00:00,0.0,2025-06-30 09:00:00,2025-06-30 23:00:00,14.0,Berth_3,20418,16.19,Rain
VSL_1300,Container,131,2025-06-28 22:00:00,6.0,2025-06-29 04:00:00,2025-06-30 09:00:00,29.0,Berth_2,6696,9.99,Rain
VSL_1301,Tanker,214,2025-06-19 07:00:00,2.0,2025-06-19 09:00:00,2025-06-21 08:00:00,47.0,Berth_1,23986,15.19,Windy
VSL_1302,Passenger,372,2025-06-10 15:00:00,0.0,2025-06-10 15:00:00,2025-06-12 06:00:00,39.0,Berth_1,0,7.02,Rain
VSL_1303,Container,361,2025-06-19 00:00:00,0.0,2025-06-19 00:00:00,2025-06-19 14:00:00,14.0,Berth_2,17552,9.22,Clear
VSL_1304,Container,154,2025-06-14 08:00:00,0.0,2025-06-14 08:00:00,2025-06-15 13:00:00,29.0,Berth_2,17541,10.93,Windy
VSL_1305,Tanker,334,2025-06-03 22:00:00,0.0,2025-06-03 22:00:00,2025-06-05 13:00:00,39.0,Berth_5,20755,15.1,Windy
VSL_1306,Tanker,209,2025-06-18 13:00:00,0.0,2025-06-18 13:00:00,2025-06-20 10:00:00,45.0,Berth_2,15681,16.24,Windy
VSL_1307,Container,383,2025-06-26 03:00:00,0.0,2025-06-26 03:00:00,2025-06-27 09:00:00,30.0,Berth_4,15305,10.98,Windy
VSL_1308,Bulk,212,2025-06-28 12:00:00,10.0,2025-06-28 22:00:00,2025-06-29 09:00:00,11.0,Berth_5,54819,12.71,Clear
VSL_1309,Bulk,209,2025-06-09 18:00:00,0.0,2025-06-09 18:00:00,2025-06-11 09:00:00,39.0,Berth_2,40673,12.74,Clear
VSL_1310,Tanker,234,2025-06-22 02:00:00,8.0,2025-06-22 10:00:00,2025-06-23 16:00:00,30.0,Berth_5,14653,15.32,Clear
VSL_1311,Bulk,224,2025-06-14 12:00:00,0.0,2025-06-14 12:00:00,2025-06-15 02:00:00,14.0,Berth_5,42581,12.91,Windy
VSL_1312,RoRo,315,2025-06-04 02:00:00,0.0,2025-06-04 02:00:00,2025-06-04 09:00:00,7.0,Berth_1,4147,6.54,Clear
VSL_1313,RoRo,233,2025-06-22 14:00:00,0.0,2025-06-22 14:00:00,2025-06-23 14:00:00,24.0,Berth_5,8284,7.04,Storm
VSL_1314,Container,194,2025-06-28 07:00:00,0.0,2025-06-28 07:00:00,2025-06-29 23:00:00,40.0,Berth_2,14092,9.21,Clear
VSL_1315,Passenger,336,2025-06-09 16:00:00,0.0,2025-06-09 16:00:00,2025-06-10 07:00:00,15.0,Berth_4,0,8.47,Clear
VSL_1316,Bulk,396,2025-06-30 19:00:00,0.0,2025-06-30 19:00:00,2025-07-02 04:00:00,33.0,Berth_2,18794,12.61,Storm
VSL_1317,Container,368,2025-06-20 08:00:00,0.0,2025-06-20 08:00:00,2025-06-22 05:00:00,45.0,Berth_3,10755,9.3,Windy
VSL_1318,Container,283,2025-06-07 23:00:00,0.0,2025-06-07 23:00:00,2025-06-09 12:00:00,37.0,Berth_5,21948,10.96,Rain
VSL_1319,Tanker,311,2025-06-16 20:00:00,0.0,2025-06-16 20:00:00,2025-06-17 10:00:00,14.0,Berth_3,17736,15.93,Clear
VSL_1320,Bulk,346,2025-06-19 07:00:00,0.0,2025-06-19 07:00:00,2025-06-20 06:00:00,23.0,Berth_3,52791,13.57,Storm
VSL_1321,RoRo,296,2025-06-22 19:00:00,10.0,2025-06-23 05:00:00,2025-06-24 10:00:00,29.0,Berth_2,5012,6.39,Clear
VSL_1322,Passenger,218,2025-06-29 18:00:00,9.0,2025-06-30 03:00:00,2025-06-30 16:00:00,13.0,Berth_1,0,7.11,Clear
VSL_1323,Tanker,155,2025-06-02 23:00:00,0.0,2025-06-02 23:00:00,2025-06-04 11:00:00,36.0,Berth_2,21728,16.33,Clear
VSL_1324,Passenger,215,2025-06-28 23:00:00,4.0,2025-06-29 03:00:00,2025-06-30 11:00:00,32.0,Berth_4,0,9.29,Rain
VSL_1325,Bulk,271,2025-06-04 07:00:00,0.0,2025-06-04 07:00:00,2025-06-06 01:00:00,42.0,Berth_5,59127,14.25,Windy
VSL_1326,Tanker,270,2025-06-23 00:00:00,0.0,2025-06-23 00:00:00,2025-06-23 08:00:00,8.0,Berth_1,40480,16.17,Rain
VSL_1327,Bulk,309,2025-06-04 16:00:00,0.0,2025-06-04 16:00:00,2025-06-06 09:00:00,41.0,Berth_3,28151,12.73,Rain
VSL_1328,Passenger,343,2025-06-11 08:00:00,0.0,2025-06-11 08:00:00,2025-06-12 19:00:00,35.0,Berth_4,0,9.49,Windy
VSL_1329,Passenger,156,2025-06-11 11:00:00,7.0,2025-06-11 18:00:00,2025-06-12 09:00:00,15.0,Berth_1,0,7.58,Rain
VSL_1330,Container,387,2025-06-15 07:00:00,0.0,2025-06-15 07:00:00,2025-06-15 13:00:00,6.0,Berth_4,15076,9.26,Windy
VSL_1331,RoRo,302,2025-06-21 23:00:00,0.0,2025-06-21 23:00:00,2025-06-22 08:00:00,9.0,Berth_2,7829,6.7,Clear
VSL_1332,Tanker,132,2025-06-23 04:00:00,0.0,2025-06-23 04:00:00,2025-06-24 12:00:00,32.0,Berth_3,40045,16.44,Clear
VSL_1333,Passenger,398,2025-06-05 01:00:00,7.0,2025-06-05 08:00:00,2025-06-06 22:00:00,38.0,Berth_1,0,8.48,Clear
VSL_1334,RoRo,336,2025-06-29 06:00:00,5.0,2025-06-29 11:00:00,2025-06-30 01:00:00,14.0,Berth_3,9586,8.0,Rain
VSL_1335,Bulk,392,2025-06-20 07:00:00,4.0,2025-06-20 11:00:00,2025-06-21 10:00:00,23.0,Berth_2,53319,12.27,Clear
VSL_1336,Tanker,181,2025-06-20 04:00:00,0.0,2025-06-20 04:00:00,2025-06-21 15:00:00,35.0,Berth_1,45122,14.9,Windy
VSL_1337,RoRo,203,2025-06-14 03:00:00,2.0,2025-06-14 05:00:00,2025-06-15 16:00:00,35.0,Berth_1,3291,8.02,Rain
VSL_1338,Passenger,336,2025-06-02 17:00:00,0.0,2025-06-02 17:00:00,2025-06-03 12:00:00,19.0,Berth_3,0,7.37,Windy
VSL_1339,Bulk,306,2025-06-17 21:00:00,5.0,2025-06-18 02:00:00,2025-06-19 16:00:00,38.0,Berth_3,26394,12.08,Storm
VSL_1340,RoRo,138,2025-06-24 17:00:00,8.0,2025-06-25 01:00:00,2025-06-26 18:00:00,41.0,Berth_1,8585,7.98,Clear
VSL_1341,Container,296,2025-06-03 15:00:00,7.0,2025-06-03 22:00:00,2025-06-04 18:00:00,20.0,Berth_3,7753,10.46,Rain
VSL_1342,Container,219,2025-06-01 22:00:00,11.0,2025-06-02 09:00:00,2025-06-02 19:00:00,10.0,Berth_4,9220,9.23,Rain
VSL_1343,Container,352,2025-06-02 19:00:00,10.0,2025-06-03 05:00:00,2025-06-04 16:00:00,35.0,Berth_4,17943,10.24,Storm
VSL_1344,RoRo,195,2025-06-08 08:00:00,3.0,2025-06-08 11:00:00,2025-06-09 15:00:00,28.0,Berth_3,4292,7.12,Windy
VSL_1345,Container,384,2025-06-27 04:00:00,0.0,2025-06-27 04:00:00,2025-06-29 01:00:00,45.0,Berth_3,21347,10.03,Storm
VSL_1346,Container,325,2025-06-04 17:00:00,0.0,2025-06-04 17:00:00,2025-06-05 16:00:00,23.0,Berth_4,11535,10.61,Windy
VSL_1347,Passenger,342,2025-06-01 19:00:00,0.0,2025-06-01 19:00:00,2025-06-03 01:00:00,30.0,Berth_3,0,8.2,Storm
VSL_1348,Bulk,171,2025-06-25 03:00:00,0.0,2025-06-25 03:00:00,2025-06-26 17:00:00,38.0,Berth_3,26784,12.07,Windy
VSL_1349,Container,263,2025-06-12 23:00:00,0.0,2025-06-12 23:00:00,2025-06-13 08:00:00,9.0,Berth_4,22348,9.89,Windy
VSL_1350,Tanker,188,2025-06-05 06:00:00,0.0,2025-06-05 06:00:00,2025-06-06 03:00:00,21.0,Berth_3,44975,16.04,Clear
VSL_1351,Tanker,218,2025-06-25 13:00:00,0.0,2025-06-25 13:00:00,2025-06-26 19:00:00,30.0,Berth_2,21540,14.59,Rain
VSL_1352,Bulk,144,2025-06-26 05:00:00,0.0,2025-06-26 05:00:00,2025-06-26 12:00:00,7.0,Berth_3,52201,13.41,Windy
VSL_1353,RoRo,172,2025-06-24 03:00:00,1.0,2025-06-24 04:00:00,2025-06-25 05:00:00,25.0,Berth_1,2460,6.58,Windy
VSL_1354,Container,270,2025-06-23 11:00:00,10.0,2025-06-23 21:00:00,2025-06-25 09:00:00,36.0,Berth_2,9275,9.85,Windy
VSL_1355,Bulk,263,2025-06-03 12:00:00,12.0,2025-06-04 00:00:00,2025-06-04 07:00:00,7.0,Berth_2,22269,14.12,Rain
VSL_1356,Container,176,2025-06-16 22:00:00,0.0,2025-06-16 22:00:00,2025-06-18 22:00:00,48.0,Berth_1,16028,9.75,Windy
